TAZ,population,population_altrnd
3265,557,557
3266,602,602
3267,0,0
3268,348,348
3271,3246,3246
3272,2796,2796
3273,1234,1234
3274,2149,2149
3275,2406,2406
3276,1618,1618
3277,935,935
3278,1582,1582
3279,2318,2318
3280,1488,1488
3281,2073,2073
3282,1290,1290
3283,1051,1051
3284,951,951
3285,1307,1307
3286,1921,1921
3287,1438,1438
3288,1843,1843
3289,1632,1632
3290,1682,1682
3291,1736,1736
3292,2800,2800
3293,1456,1456
3294,1323,1323
3295,812,812
3296,1794,1794
3297,1330,1330
3298,1169,1169
3299,2258,2258
3300,1258,1258
3301,657,657
3302,1960,1960
3303,1595,1595
3304,2334,2334
3305,2721,2721
3306,1386,1386
3307,2046,2046
3308,1037,1037
3309,1003,1003
3310,1169,1169
3311,2071,2071
3312,2108,2108
3313,1178,1178
3314,1707,1707
3315,1510,1510
3316,2152,2152
3317,888,888
3318,842,842
3319,1915,1915
3320,1847,1847
3321,2497,2497
3322,1839,1839
3323,1959,1959
3324,1448,1448
3325,1829,1829
3326,1782,1782
3327,975,975
3328,1042,1042
3329,1119,1119
3330,1107,1107
3331,632,632
3332,880,880
3333,664,664
3334,796,796
3335,1233,1233
3336,1145,1145
3337,1020,1020
3338,1886,1886
3339,2091,2091
3340,1267,1267
3341,1281,1281
3342,1530,1530
3343,928,928
3344,1210,1210
3345,1375,1375
3346,1303,1303
3347,3394,3394
3348,1172,1172
3349,2544,2544
3350,1875,1875
3351,1641,1641
3352,1725,1725
3353,1485,1485
3354,2967,2967
3355,1242,1242
3356,1220,1220
3357,1250,1250
3358,973,973
3359,1424,1424
3360,2281,2281
3361,1117,1117
3362,668,668
3363,654,654
3364,876,876
3365,898,898
3366,1171,1171
3367,971,971
3368,840,840
3369,1043,1043
3370,1034,1034
3371,1182,1182
3372,721,721
3373,1066,1066
3374,1160,1160
3375,2500,2500
3376,2038,2038
3377,1321,1321
3378,1628,1628
3379,1344,1344
3380,1170,1170
3381,1056,1056
3382,724,724
3383,856,856
3384,1425,1425
3385,929,929
3386,637,637
3387,1861,1861
3388,1098,1098
3389,988,988
3390,1331,1331
3391,853,853
3392,663,663
3393,2250,2250
3394,1884,1884
4001,1833,1833
4002,2091,2091
4003,1179,1179
4004,2051,2051
4005,1185,1185
4006,1364,1364
4007,986,986
4008,1427,1427
4009,1560,1560
4010,2767,2767
4011,1129,1129
4012,2059,2059
4013,1850,1850
4014,1703,1703
4015,2780,2780
4016,1805,1805
4017,2770,2770
4018,2277,2277
4019,826,826
4020,2177,2177
4021,2887,2887
4022,1890,1890
4023,1619,1619
4024,1048,1048
4025,2410,2410
4026,1080,1080
4027,2442,2442
4028,1226,1226
4029,2997,2997
4030,2180,2180
4031,1768,1768
4032,1805,1805
4033,1539,1539
4034,1215,1215
4035,1535,1535
4036,2006,2006
4037,1757,1757
4038,1903,1903
4039,2154,2154
4040,1658,1658
4041,2059,2059
4042,1712,1712
4043,2453,2453
4044,1916,1916
4045,662,662
4046,1750,1750
4047,946,946
4048,1161,1161
4049,1332,1332
4050,1469,1469
4051,1328,1328
4052,1915,1915
4053,1508,1508
4054,2073,2073
4055,2399,2399
4056,2888,2888
4057,1796,1796
4058,2149,2149
4059,2442,2442
4060,2466,2466
4061,2110,2110
4062,1095,1095
4063,1487,1487
4064,1423,1423
4065,925,925
4066,2156,2156
4067,1951,1951
4068,2693,2693
4069,1767,1767
4070,1290,1290
4071,840,840
4072,1056,1056
4073,1495,1495
4074,1761,1761
4075,2428,2428
4076,853,853
4077,2002,2002
4078,1070,1070
4079,855,855
4080,1220,1220
4081,1056,1056
4082,1041,1041
4083,2023,2023
4084,842,842
4085,937,937
4086,3361,3361
4087,2283,2283
4088,3750,3750
4089,1170,1170
4090,1394,1394
4091,1537,1537
4092,1684,1684
4093,1634,1634
4094,955,955
4095,635,635
4096,1430,1430
4097,1108,1108
4098,1642,1642
4099,1214,1214
4100,1109,1109
4101,1223,1223
4102,768,768
4103,1308,1308
4104,1497,1497
4105,2045,2045
4106,1806,1806
4107,1715,1715
4108,1662,1662
4109,1497,1497
4110,1177,1177
4111,1822,1822
4112,975,975
4113,1518,1518
4114,1025,1025
4115,1412,1412
4116,1221,1221
4117,1656,1656
4118,1809,1809
4119,1785,1785
4120,2693,2693
4121,1366,1366
4122,2293,2293
4123,1227,1227
4124,1251,1251
4125,1167,1167
4126,815,815
4127,722,722
4128,887,887
4129,1699,1699
4130,1194,1194
4131,1736,1736
4132,1978,1978
4133,1171,1171
4134,1102,1102
4135,2448,2448
4136,3042,3042
4137,3274,3274
4138,1589,1589
4139,1255,1255
4140,1110,1110
4141,869,869
4142,644,644
4143,1268,1268
4144,1467,1467
4145,1067,1067
4146,626,626
4147,1113,1113
4148,1714,1714
4149,1434,1434
4150,1471,1471
4151,1032,1032
4152,1190,1190
4153,651,651
4154,932,932
4155,1099,1099
4156,812,812
4157,750,750
4158,856,856
4159,1094,1094
4160,1653,1653
4161,941,941
4162,1021,1021
4163,1478,1478
4164,1010,1010
4165,1526,1526
4166,764,764
4167,610,610
4168,1230,1230
4169,1222,1222
4170,1361,1361
4171,500,500
4172,1471,1471
4173,1240,1240
4174,1249,1249
4175,611,611
4176,780,780
4177,827,827
4178,812,812
4179,1095,1095
4180,617,617
4181,1621,1621
4182,1182,1182
4183,836,836
4184,1221,1221
4185,978,978
4186,1244,1244
4187,1047,1047
4188,575,575
4189,881,881
4190,1130,1130
4191,1337,1337
4192,1064,1064
4193,1052,1052
4194,1271,1271
4195,609,609
4196,1267,1267
4197,1078,1078
4198,2142,2142
4199,1051,1051
4200,495,495
4201,513,513
4202,978,978
4203,1297,1297
4204,631,631
4205,882,882
4206,1761,1761
4207,2394,2394
4208,1172,1172
4209,578,578
4210,1089,1089
4211,1036,1036
4212,990,990
4213,766,766
4214,1075,1075
4215,1120,1120
4216,992,992
4217,756,756
4218,1012,1012
4219,1510,1510
4220,3007,3007
4221,1818,1818
4222,1498,1498
4223,2512,2512
4224,2590,2590
4225,2467,2467
4226,1300,1300
4227,908,908
4228,1975,1975
4229,1315,1315
4230,916,916
4231,866,866
4232,691,691
4233,2630,2630
4234,1542,1542
4235,3318,3318
4236,976,976
4237,1091,1091
4238,2162,2162
4239,2689,2689
4240,766,766
4241,1089,1089
4242,2549,2549
4243,1411,1411
4244,2307,2307
4245,2285,2285
4246,2020,2020
4247,1299,1299
4248,825,825
4249,1747,1747
4250,1936,1936
4251,1668,1668
4252,2149,2149
4253,1364,1364
4254,2014,2014
4255,1501,1501
4256,1093,1093
4257,1067,1067
4258,756,756
4259,2142,2142
4260,715,715
4261,772,772
4262,1108,1108
4263,709,709
4264,810,810
4265,1316,1316
4266,960,960
4267,687,687
4268,658,658
4269,1142,1142
4270,1341,1341
4271,1322,1322
4272,767,767
4273,670,670
4274,1119,1119
4275,1464,1464
4276,970,970
4277,795,795
4278,935,935
4279,951,951
4280,799,799
4281,1151,1151
4282,917,917
4283,2865,2865
4284,1970,1970
4285,1863,1863
4286,1061,1061
4287,1325,1325
4288,923,923
4289,808,808
4290,733,733
4291,1335,1335
4292,1161,1161
4293,1066,1066
4294,1168,1168
4295,737,737
4296,701,701
4297,609,609
4298,906,906
4299,604,604
4300,564,564
4301,1041,1041
4302,780,780
4303,1011,1011
4304,959,959
4305,1112,1112
4306,843,843
4307,1140,1140
4308,1037,1037
4309,708,708
4310,683,683
4311,1259,1259
4312,629,629
4313,887,887
4314,1160,1160
4315,698,698
4316,838,838
4317,1279,1279
4318,1089,1089
4319,979,979
4320,768,768
4321,1018,1018
4322,1044,1044
4323,808,808
4324,1392,1392
4325,1272,1272
4326,1179,1179
4327,1410,1410
4328,1295,1295
4329,1548,1548
4330,888,888
4331,1070,1070
4332,1027,1027
4333,777,777
4334,1153,1153
4335,1113,1113
4336,1011,1011
4337,1059,1059
4338,1363,1363
4339,2760,2760
4340,1482,1482
4341,2204,2204
4342,3177,3177
4343,1251,1251
4344,1458,1458
4345,1472,1472
4346,824,824
4347,3214,3214
4348,1442,1442
4349,552,552
4350,1300,1300
4351,799,799
4352,964,964
4353,1110,1110
4354,2095,2095
4355,1795,1795
4356,627,627
4357,1792,1792
4358,2702,2702
4359,859,859
4360,1221,1221
4361,1307,1307
4362,1402,1402
4363,2238,2238
4364,585,585
4365,1178,1178
4366,1074,1074
4367,720,720
4368,735,735
4369,708,708
4370,1421,1421
4371,871,871
4372,1025,1025
4373,1329,1329
4374,955,955
4375,780,780
4376,852,852
4377,5506,5506
4378,1004,1004
4379,2287,2287
4380,1219,1219
4381,1870,1870
4382,1884,1884
4383,1153,1153
4384,1326,1326
4385,1304,1304
4386,2570,2570
4387,2439,2439
4388,1810,1810
4389,1894,1894
4390,2150,2150
4391,1188,1188
4392,1758,1758
4393,2356,2356
4394,2059,2059
4395,954,954
4396,2552,2552
4397,2062,2062
4398,2288,2288
4399,1768,1768
4400,1314,1314
4401,1399,1399
4402,662,662
4403,1494,1494
4404,1660,1660
4405,790,790
4406,1243,1243
4407,1581,1581
4408,1709,1709
4409,1096,1096
4410,1781,1781
4411,1225,1225
4412,1171,1171
4413,1703,1703
4414,1487,1487
4415,789,789
4416,2413,2413
4417,1757,1757
4418,635,635
4419,1666,1666
4420,1426,1426
4421,1942,1942
4422,1573,1573
4423,761,761
4424,1016,1016
4425,1063,1063
4426,783,783
4427,827,827
4428,746,746
4429,1556,1556
4430,1382,1382
4431,686,686
4432,827,827
4433,1099,1099
4434,569,569
4435,1393,1393
4436,1471,1471
4437,1503,1503
4438,899,899
4439,877,877
4440,927,927
4441,701,701
4601,660,660
4602,697,697
4603,1179,1179
4604,911,911
4605,520,520
4606,1047,1047
4607,844,844
4608,1621,1621
4609,1033,1033
4610,865,865
4611,683,683
4612,698,698
4613,923,923
4614,584,584
4615,1369,1369
4616,811,811
4617,1505,1505
4618,874,874
4619,764,764
4620,1873,1873
4621,836,836
4622,751,751
4623,1748,1748
4624,1371,1371
4625,1138,1138
4626,616,616
4627,2199,2199
4628,864,864
4629,938,938
4630,1624,1624
4631,1951,1951
4632,1150,1150
4633,1139,1139
4634,1012,1012
4635,911,911
4636,2257,2257
4637,685,685
4638,1752,1752
4639,2292,2292
4640,1117,1117
4641,1029,1029
4642,506,506
4643,1157,1157
4644,2474,2474
4645,1141,1141
4646,1117,1117
4647,2828,2828
4648,2389,2389
4649,2174,2174
4650,2516,2516
4651,1197,1197
4652,1858,1858
4653,1722,1722
4654,1236,1236
4655,882,882
4656,2538,2538
4657,1341,1341
4658,961,961
4659,2839,2839
4660,2243,2243
4661,961,961
4662,791,791
4663,2409,2409
4664,1222,1222
4665,551,551
4666,1362,1362
4667,831,831
4668,716,716
4669,843,843
4670,672,672
4671,1807,1807
4672,510,510
4673,896,896
4674,1349,1349
4675,747,747
4676,1095,1095
4677,603,603
4678,2180,2180
4679,1211,1211
4680,2568,2568
4681,1078,1078
4682,716,716
4683,1124,1124
4684,1075,1075
4685,1279,1279
4686,1411,1411
4687,988,988
4688,1740,1740
4689,772,772
4690,556,556
4691,1766,1766
4692,870,870
4693,494,494
4694,1395,1395
4695,1398,1398
4696,1152,1152
4697,915,915
4698,1865,1865
4699,1298,1298
4700,1389,1389
4701,638,638
4702,1263,1263
4703,1015,1015
4704,760,760
4705,1623,1623
4706,826,826
4707,731,731
4708,885,885
4709,1221,1221
4710,993,993
4711,1403,1403
4712,1255,1255
4713,1707,1707
4714,843,843
4715,822,822
4716,1375,1375
4717,1028,1028
4718,1321,1321
4719,1826,1826
4720,1043,1043
4721,837,837
4722,594,594
4723,673,673
4724,502,502
4725,810,810
4726,1114,1114
4727,523,523
4728,1149,1149
4729,766,766
4730,742,742
4731,1066,1066
4732,794,794
4733,1513,1513
4734,582,582
4735,638,638
4736,818,818
4737,1125,1125
4738,614,614
4739,427,427
4740,930,930
4741,837,837
4742,752,752
4743,633,633
4744,979,979
4745,1126,1126
4746,758,758
4747,1233,1233
4748,918,918
4749,920,920
4750,840,840
4751,639,639
4752,747,747
4753,491,491
4754,1138,1138
4755,1439,1439
4756,1583,1583
4757,1112,1112
4758,1200,1200
4759,1259,1259
4760,1385,1385
4761,1531,1531
4762,807,807
4763,867,867
4764,615,615
4765,695,695
4766,2172,2172
4767,669,669
4768,2016,2016
4769,863,863
4770,768,768
4771,429,429
4772,1480,1480
4773,1220,1220
4774,639,639
4775,741,741
4776,834,834
4777,612,612
4778,676,676
4779,1080,1080
4780,792,792
4781,1101,1101
4782,529,529
4783,1362,1362
4784,702,702
4785,711,711
4786,1070,1070
4787,613,613
4788,763,763
4789,603,603
4790,494,494
4791,516,516
4792,600,600
4793,787,787
4794,569,569
4795,613,613
4901,1294,1294
4902,2202,2202
4903,891,891
4904,457,457
4905,1810,1810
4906,376,376
4907,311,311
4908,392,392
4909,409,409
4910,179,179
4911,75,75
4912,813,813
4913,294,294
4914,637,637
4915,702,702
4916,688,688
4917,924,924
4918,1341,1341
4919,853,853
4920,1887,1887
5001,494,494
5002,342,342
5003,881,881
5004,1405,1405
5005,642,642
5006,1435,1435
5007,1330,1330
5008,699,699
5009,1423,1423
5010,999,999
5011,522,522
5201,2214,2214
5202,1672,1672
5203,1570,1570
5204,1476,1476
5205,323,323
5206,758,758
5207,233,233
5208,1790,1790
5209,1112,1112
5210,1293,1293
5211,1275,1275
5212,1395,1395
5213,2807,2807
5214,944,944
5215,654,654
5216,2498,2498
5217,2493,2493
5218,3335,3335
5219,3393,3393
5220,2767,2767
5221,1321,1321
5222,452,452
5223,960,960
5224,1054,1054
5225,1566,1566
5226,1233,1233
5227,485,485
5228,1775,1775
5229,1969,1969
5230,1903,1903
5231,1135,1135
5232,648,648
5233,957,957
5234,901,901
5235,838,838
5236,872,872
5237,1279,1279
5238,1337,1337
5239,1375,1375
5240,1222,1222
5241,1677,1677
5242,1672,1672
5243,1068,1068
5244,1707,1707
5245,1932,1932
5246,1844,1844
5247,1419,1419
5248,1917,1917
5249,161,161
5250,1213,1213
5251,2969,2969
5252,2047,2047
5253,1452,1452
5254,950,950
5255,1948,1948
5256,971,971
5257,857,857
5258,1203,1203
5259,2370,2370
5260,1220,1220
5261,736,736
5262,1552,1552
5263,646,646
5264,867,867
5265,1487,1487
5266,481,481
5267,1016,1016
5268,1535,1535
5269,2236,2236
5270,1095,1095
5271,532,532
5272,1016,1016
5273,0,0
5274,2413,2413
5275,820,820
5276,4,4
5277,1340,1340
5278,717,717
5279,1109,1109
5280,1361,1361
5281,1426,1426
5282,1114,1114
5283,973,973
5284,1529,1529
5285,1415,1415
5286,2056,2056
5287,1503,1503
5288,721,721
5289,1654,1654
5290,698,698
5291,883,883
5292,578,578
5293,2346,2346
5294,893,893
5295,2175,2175
5296,781,781
5297,508,508
5298,518,518
5299,910,910
5300,1159,1159
5301,215,215
5302,1182,1182
5303,1431,1431
5304,1303,1303
5305,1406,1406
5306,776,776
5307,1547,1547
5308,1483,1483
5309,689,689
5310,2215,2215
5311,714,714
5312,1073,1073
5313,869,869
5314,703,703
5315,755,755
5316,836,836
5317,1202,1202
5318,624,624
5319,2233,2233
5320,2086,2086
5321,2199,2199
5322,2453,2453
5323,1293,1293
5324,957,957
5325,772,772
5326,886,886
5327,2879,2879
5328,1515,1515
5329,808,808
5330,1155,1155
5331,956,956
5332,1525,1525
5333,1144,1144
5334,1716,1716
5335,2119,2119
5336,918,918
5337,366,366
5338,1529,1529
5339,2209,2209
5340,2187,2187
5341,809,809
5342,439,439
5343,2779,2779
5344,2037,2037
5345,1165,1165
5346,845,845
5347,1596,1596
5348,1601,1601
5349,2258,2258
5350,2447,2447
5351,2332,2332
5352,817,817
5353,1510,1510
5354,2470,2470
5355,2949,2949
5356,1711,1711
5357,2277,2277
5358,1979,1979
5359,2423,2423
5360,1728,1728
5361,819,819
5362,2122,2122
5363,2701,2701
5364,2110,2110
5365,915,915
5366,1673,1673
5367,1439,1439
5368,556,556
5369,721,721
5370,1677,1677
5371,2593,2593
5372,1218,1218
5373,1257,1257
5374,1270,1270
5375,604,604
5376,1590,1590
5377,1330,1330
5378,2367,2367
5379,969,969
5380,1513,1513
5381,1594,1594
5382,1053,1053
5383,1799,1799
5384,1800,1800
5385,862,862
5386,1497,1497
5387,1008,1008
5388,1141,1141
5389,785,785
5390,2082,2082
5391,736,736
5392,1268,1268
5393,615,615
5394,1162,1162
5395,817,817
5396,581,581
5397,979,979
5398,2245,2245
5399,758,758
5400,961,961
5401,876,876
5402,1428,1428
5403,553,553
5404,1607,1607
5405,2430,2430
5406,579,579
5407,491,491
5408,231,231
5409,1804,1804
5410,2349,2349
5411,1227,1227
5412,1070,1070
5413,1104,1104
5414,643,643
5415,917,917
5416,1112,1112
5417,1405,1405
5418,1387,1387
5419,787,787
5420,1097,1097
5421,1118,1118
5422,754,754
5423,633,633
5424,899,899
5425,1303,1303
5426,249,249
5427,1962,1962
5428,1785,1785
5429,1873,1873
5430,861,861
5431,1196,1196
5432,1406,1406
5433,1061,1061
5434,2227,2227
5435,1902,1902
5436,2037,2037
5437,2448,2448
5438,1278,1278
5439,1494,1494
5440,821,821
5441,2610,2610
5442,1285,1285
5443,2442,2442
5444,1636,1636
5445,1522,1522
5446,2663,2663
5447,1096,1096
5448,1121,1121
5449,126,126
5450,1057,1057
5451,2917,2917
5452,2600,2600
5453,2152,2152
5454,1132,1132
5455,3006,3006
5456,986,986
5457,2602,2602
5458,2635,2635
5459,1876,1876
5460,1218,1218
5461,655,655
5462,1164,1164
5463,0,0
5464,1010,1010
5465,1145,1145
5466,1849,1849
5467,1038,1038
5468,2160,2160
5469,2401,2401
5470,1167,1167
5471,2886,2886
5472,1163,1163
5473,1446,1446
5474,923,923
5475,1405,1405
5476,379,379
5477,1333,1333
5478,659,659
5479,1732,1732
5480,1536,1536
5481,1527,1527
5482,827,827
5483,1577,1577
5484,678,678
5485,806,806
5486,2657,2657
5487,1058,1058
5488,1023,1023
5489,1129,1129
5490,752,752
5491,1274,1274
5492,1015,1015
5493,1380,1380
5494,1396,1396
5495,1805,1805
5496,714,714
5497,698,698
5498,737,737
5499,1291,1291
5500,2403,2403
5501,1613,1613
5502,1252,1252
5503,1156,1156
5504,1152,1152
5505,821,821
5506,1275,1275
5507,1456,1456
5508,1031,1031
5509,762,762
5510,971,971
5511,1036,1036
5512,1494,1494
5513,1277,1277
5514,1960,1960
5515,980,980
5516,815,815
5517,2125,2125
5518,2789,2789
5519,938,938
5520,1301,1301
5521,1972,1972
5522,1427,1427
5523,1258,1258
5524,1195,1195
5525,878,878
5526,1224,1224
5527,761,761
5528,1391,1391
5529,1319,1319
5530,1258,1258
5531,799,799
5532,196,196
5533,1068,1068
5534,1654,1654
5535,927,927
5536,994,994
5537,1038,1038
5538,740,740
5539,712,712
5540,795,795
5541,710,710
5542,1270,1270
5543,675,675
5544,2013,2013
5545,1472,1472
5546,1364,1364
5547,1634,1634
5548,891,891
5549,1858,1858
5550,1408,1408
5551,885,885
5552,1155,1155
5553,640,640
5554,1113,1113
5555,1263,1263
5556,2101,2101
5557,1029,1029
5558,902,902
5559,1004,1004
5560,1331,1331
5561,862,862
5562,1031,1031
5563,1153,1153
5564,636,636
5565,1278,1278
5566,1042,1042
5567,1394,1394
5568,1063,1063
5569,988,988
5570,2469,2469
5571,1162,1162
5572,987,987
5573,839,839
5574,1159,1159
5575,664,664
5576,1503,1503
5577,574,574
5578,816,816
5579,1308,1308
5580,1667,1667
5581,742,742
5582,1114,1114
5583,927,927
5584,976,976
5585,948,948
5586,1233,1233
5587,1393,1393
5588,1293,1293
5589,1368,1368
5590,1049,1049
5591,702,702
5592,983,983
5593,1427,1427
5594,893,893
5595,666,666
5596,2398,2398
5597,1426,1426
5598,648,648
5599,1043,1043
5600,1087,1087
5601,1007,1007
5602,912,912
5603,826,826
5604,1078,1078
5605,1881,1881
5606,1610,1610
5607,1906,1906
5608,1332,1332
5609,1445,1445
5610,1392,1392
5611,1128,1128
5612,1939,1939
5613,1526,1526
5614,996,996
5615,1116,1116
5616,1681,1681
5617,1340,1340
5618,1387,1387
5619,1719,1719
5620,1450,1450
5621,1709,1709
5622,1889,1889
5623,1321,1321
5624,2464,2464
5625,778,778
5626,1160,1160
5627,1368,1368
5628,718,718
5629,2127,2127
5630,670,670
5631,2372,2372
5632,1247,1247
5633,1419,1419
5634,946,946
5635,1158,1158
5636,1388,1388
5637,1347,1347
5638,973,973
5639,5791,5791
5640,1401,1401
5641,1271,1271
5642,1173,1173
5643,941,941
5644,1075,1075
5645,6288,6288
5646,766,766
5647,1932,1932
5648,1771,1771
5649,1582,1582
5650,2027,2027
5651,1838,1838
5652,1165,1165
5653,1316,1316
5654,1091,1091
5655,932,932
5656,499,499
5657,789,789
5658,857,857
5659,1063,1063
5660,1890,1890
5661,1004,1004
5662,83,83
5801,1002,1002
5802,893,893
5803,879,879
5804,870,870
5805,1393,1393
5806,701,701
5807,1391,1391
5808,1182,1182
5809,1851,1851
5810,1195,1195
5811,742,742
5812,1248,1248
5813,1083,1083
5814,1822,1822
5815,893,893
5816,1018,1018
5817,937,937
5818,1220,1220
5819,897,897
5820,1379,1379
5821,1251,1251
5822,1267,1267
5823,578,578
5824,1609,1609
5825,971,971
5826,1500,1500
5827,1079,1079
5828,1062,1062
5829,1338,1338
5830,1332,1332
5831,998,998
5832,941,941
5833,1049,1049
5834,771,771
5835,820,820
5836,990,990
5837,1694,1694
5838,814,814
5839,1771,1771
5840,1421,1421
5841,613,613
5842,1029,1029
5843,1317,1317
5844,1622,1622
5845,745,745
5846,848,848
5847,654,654
5848,1897,1897
5849,1229,1229
5850,963,963
5851,1372,1372
5852,1017,1017
5853,767,767
5854,846,846
5855,1045,1045
5856,1496,1496
5857,1569,1569
5858,853,853
5859,965,965
5860,1393,1393
5861,2207,2207
5862,1073,1073
6001,614,614
6002,2307,2307
6003,680,680
6004,892,892
6005,780,780
6006,919,919
6007,717,717
6008,1065,1065
6009,636,636
6010,659,659
6011,228,228
6012,494,494
6013,327,327
6014,1140,1140
6015,1128,1128
6016,961,961
6017,931,931
6018,979,979
6019,915,915
6020,752,752
6021,1155,1155
6022,1057,1057
6023,441,441
6024,988,988
6025,435,435
6026,834,834
6027,643,643
6028,872,872
6029,676,676
6030,608,608
6031,718,718
6032,847,847
6033,1005,1005
6034,994,994
6035,823,823
6036,717,717
6037,858,858
6038,1130,1130
6039,990,990
6040,1046,1046
6041,861,861
6042,644,644
6043,649,649
6044,480,480
6045,1039,1039
6046,1323,1323
6047,1239,1239
6048,932,932
6049,1390,1390
6050,480,480
6051,1117,1117
6052,815,815
6053,1153,1153
6054,1292,1292
6055,603,603
6056,931,931
6057,1053,1053
6058,538,538
6059,1751,1751
6060,692,692
6061,963,963
6062,680,680
6063,640,640
6064,1057,1057
6065,1538,1538
6066,899,899
6067,1395,1395
6068,1042,1042
6069,808,808
6070,1392,1392
6071,581,581
6072,720,720
6073,699,699
6074,814,814
6075,985,985
6076,1213,1213
6077,548,548
6078,754,754
6079,1033,1033
6080,1305,1305
6081,1015,1015
6082,578,578
6083,708,708
6084,874,874
6085,1375,1375
6086,520,520
6087,1250,1250
6088,930,930
6089,1104,1104
6090,1257,1257
6091,799,799
6092,1031,1031
6093,786,786
6094,689,689
6095,1190,1190
6096,2081,2081
6097,1207,1207
6098,786,786
6099,961,961
6100,1007,1007
6101,695,695
6102,1280,1280
6103,683,683
6104,1134,1134
6105,651,651
6106,624,624
6107,882,882
6108,729,729
6109,639,639
6110,1529,1529
6111,1724,1724
6112,933,933
6113,1112,1112
6114,470,470
6115,658,658
6116,917,917
6117,641,641
6118,786,786
6119,658,658
6120,877,877
6121,586,586
6122,1099,1099
6123,892,892
6124,2121,2121
6125,922,922
6126,1678,1678
6127,554,554
6128,554,554
6129,729,729
6130,537,537
6131,779,779
6132,1071,1071
6133,637,637
6134,758,758
6135,605,605
6136,889,889
6137,1198,1198
6138,710,710
6139,2059,2059
6140,1127,1127
6141,558,558
6142,793,793
6143,584,584
